id,question_id,choice_text,is_correct
183,46,"while True: M, N = map(int, input().split()); if M <= 0 or N <= 0: break; print(” “.join(map(str, range(M, N + 1))), f”Sum={sum(range(M, N + 1))}”)",0
184,46,"while True: M, N = map(int, input().split()); if M <= 0 or N <= 0: break; menor, maior = min(M, N), max(M, N); print(” “.join(map(str, range(menor, maior))), f”Sum={sum(range(menor, maior))}”)",0
185,47,"while True: X, Y = map(int, input().split()); if X == Y: break; print(“Crescente” if X < Y else “Decrescente”)",1
186,47,"while True: X, Y = map(int, input().split()); if X == Y: break; print(“Decrescente” if X < Y else “Crescente”)",0
187,47,"while True: X, Y = map(int, input().split()); if X == Y: break; print(“Crescente” if X > Y else “Decrescente”)",0
188,47,"while True: X, Y = map(int, input().split()); if X == Y: break; print(“Ordem inversa” if X < Y else “Ordem direta”)",0
189,48,while True: senha = int(input()); if senha == 2002: print(“Acesso Permitido”); break; else: print(“Senha Invalida”),1
190,48,while True: senha = int(input()); if senha == 2002: print(“Senha Invalida”); break; else: print(“Acesso Permitido”),0
191,48,while True: senha = int(input()); if senha != 2002: print(“Acesso Permitido”); break; else: print(“Senha Invalida”),0
192,48,while True: senha = int(input()); if senha == 2002: print(“Acesso Permitido”); else: print(“Senha Invalida”); break,0
193,49,"while True: X, Y = map(int, input().split()); if X == 0 or Y == 0: break; print(“primeiro” if X > 0 and Y > 0 else “segundo” if X < 0 and Y > 0 else “terceiro” if X < 0 and Y < 0 else “quarto”)",1
194,49,"while True: X, Y = map(int, input().split()); if X == 0 or Y == 0: break; print(“primeiro” if X > 0 and Y > 0 else “segundo” if X < 0 and Y < 0 else “terceiro” if X > 0 and Y < 0 else “quarto”)",0
195,49,"while True: X, Y = map(int, input().split()); if X == 0 or Y == 0: print(“nulo”); break; print(“primeiro” if X > 0 and Y > 0 else “segundo” if X < 0 and Y > 0 else “terceiro” if X < 0 and Y < 0 else “quarto”)",0
196,49,"while True: X, Y = map(int, input().split()); if X == 0 and Y == 0: break; print(“primeiro” if X > 0 and Y > 0 else “segundo” if X < 0 and Y > 0 else “terceiro” if X < 0 and Y < 0 else “quarto”)",0
197,50,"T = int(input()); for _ in range(T): X, Y = map(int, input().split()); print(f”{X / Y:.1f}” if Y != 0 else “divisao impossivel”)",1
198,50,"T = int(input()); for _ in range(T): X, Y = map(int, input().split()); print(f”{X / Y:.1f}” if X != 0 else “divisao impossivel”)",0
199,50,"T = int(input()); for _ in range(T): X, Y = map(int, input().split()); print(“divisao impossivel” if Y != 0 else f”{X / Y:.1f}”)",0
200,50,"T = int(input()); for _ in range(T): X, Y = map(int, input().split()); print(“divisao impossivel” if X == 0 or Y == 0 else f”{X / Y:.1f}”)",0
201,51,while True: nota1 = float(input()); if 0 <= nota1 <= 10: break; print(“nota invalida”); while True: nota2 = float(input()); if 0 <= nota2 <= 10: break; print(“nota invalida”); media = (nota1 + nota2) / 2; print(f”media = {media:.2f}”),1
202,51,nota1 = float(input()); while nota1 < 0 or nota1 > 10: print(“nota invalida”); nota1 = float(input()); nota2 = float(input()); while nota2 < 0 or nota2 > 10: print(“nota invalida”); nota2 = float(input()); media = (nota1 + nota2) / 2; print(f”media = {media:.2f}”),0
203,51,"nota1, nota2 = map(float, input().split()); if 0 <= nota1 <= 10 and 0 <= nota2 <= 10: media = (nota1 + nota2) / 2; print(f”media = {media:.2f}”)",0
204,51,"print(“Invalid input, valid range is 0-10”)",0
205,52,"while True: nota1 = float(input()); if 0 <= nota1 <= 10: break; print(“nota invalida”); while True: nota2 = float(input()); if 0 <= nota2 <= 10: break; print(“nota invalida”); media = (nota1 + nota2) / 2; print(f”media = {media:.2f}”); opcao = 0; while opcao not in [1, 2]: opcao = int(input(“novo calculo (1-sim 2-nao)”)); if opcao == 2: break",1
206,52,nota1 = float(input()); nota2 = float(input()); while nota1 < 0 or nota1 > 10 or nota2 < 0 or nota2 > 10: print(“nota invalida”); nota1 = float(input()); nota2 = float(input()); media = (nota1 + nota2) / 2; print(f”media = {media:.2f}”),0
207,52,while True: media = sum(float(input()) for _ in range(2)) / 2; print(f”media = {media:.2f}”); opcao = int(input(“novo calculo (1-sim 2-nao)”)); if opcao == 2: break,0
208,52,"nota1, nota2 = map(float, input().split()); while nota1 < 0 or nota1 > 10 or nota2 < 0 or nota2 > 10: print(“nota invalida”); media = (nota1 + nota2) / 2; print(f”media = {media:.2f}”)",0
209,53,"X, Y = map(int, input().split()); print(sum(i for i in range(min(X, Y), max(X, Y) + 1) if i % 13 != 0))",1
210,53,"X, Y = map(int, input().split()); print(sum(range(X, Y)))",0
211,53,"X, Y = map(int, input().split()); print(sum(i for i in range(X, Y + 1) if i % 2 == 0))",0
212,53,"X, Y = map(int, input().split()); print(sum(i for i in range(min(X, Y), max(X, Y) + 1) if i % 13 == 0))",0
213,54,"X, Y = map(int, input().split()); for i in range(min(X, Y) + 1, max(X, Y)): if i % 5 in [2, 3]: print(i)",1
214,54,"X, Y = map(int, input().split()); for i in range(min(X, Y), max(X, Y)): if i % 5 in [2, 3]: print(i)",0
215,54,"X, Y = map(int, input().split()); for i in range(X + 1, Y): if i % 5 == 2: print(i)",0
216,54,"X, Y = map(int, input().split()); for i in range(X, Y): print(i)",0
217,55,"alcool, gasolina, diesel = 0, 0, 0; while True: codigo = int(input()); if codigo == 4: break; elif codigo == 1: alcool += 1; elif codigo == 2: gasolina += 1; elif codigo == 3: diesel += 1; print(f’Alcool: {alcool}, Gasolina: {gasolina}, Diesel: {diesel}’)",1
218,55,while True: codigo = int(input()); if 1 <= codigo <= 4: break; print(f’Valid code: {codigo}’),0
219,55,while True: codigo = int(input()); print(f’Code {codigo} is invalid’ if codigo < 1 or codigo > 4 else f’Code {codigo} is valid’),0
220,55,codigo = int(input()); while codigo != 4: print(‘Invalid’); codigo = int(input()),0
221,56,"N = int(input()); for i in range(1, N + 1): print(i)",1
222,56,"N = int(input()); for i in range(1, N): print(i)",0
223,56,"N = int(input()); print(”\n”.join(map(str, range(1, N + 1))))",0
224,56,"N = int(input()); print(*range(1, N + 1))",0
225,57,"N = int(input()); for i in range(1, N + 1): print(f”{i} {i ** 2} {i ** 3}”)",1
226,57,"N = int(input()); for i in range(1, N): print(f”{i} {i ** 2} {i ** 3}”)",0
227,57,"N = int(input()); print(”\n”.join(f”{i} {i ** 2} {i ** 3}” for i in range(1, N + 1)))",0
228,57,"N = int(input()); for i in range(1, N + 1): print(f”{i} {i ** 2}”)",0
229,58,"N = int(input()); for i in range(1, N + 1): print(f”{i} {i ** 2} {i ** 3}\n{i} {i ** 2 + 1} {i ** 3 + 1}”)",1
230,58,"N = int(input()); for i in range(1, N): print(f”{i} {i ** 2} {i ** 3}\n{i} {i ** 2 + 1} {i ** 3 + 1}”)",0
231,58,"N = int(input()); print(”\n”.join(f”{i} {i ** 2} {i ** 3}\n{i} {i ** 2 + 1} {i ** 3 + 1}” for i in range(1, N + 1)))",0
232,58,"N = int(input()); for i in range(1, N + 1): print(f”{i} {i ** 2} {i ** 3}”)",0
233,59,"X, Y = map(int, input().split()); for i in range(1, Y + 1, X): print(” “.join(map(str, range(i, min(i + X, Y + 1))))",1
234,59,"X, Y = map(int, input().split()); for i in range(1, Y, X): print(” “.join(map(str, range(i, min(i + X, Y))))",0
235,59,"X, Y = map(int, input().split()); print(”\n”.join(” “.join(map(str, range(i, i + X))) for i in range(1, Y + 1, X)))",0
236,59,"X, Y = map(int, input().split()); for i in range(1, Y + 1, X): print(*range(i, min(i + X, Y + 1)))",0
237,60,"while True: X = int(input()); if X == 0: break; print(” “.join(map(str, range(1, X + 1))))",1
238,60,"while True: X = int(input()); if X == 0: break; print(” “.join(map(str, range(1, X))))",0
239,60,"while True: X = int(input()); if X == 0: break; print(” “.join(map(str, range(1, X + 2))))",0
240,60,"while True: X = int(input()); if X == 0: break; print(” “.join(map(str, range(2, X + 1))))",0
241,61,A = int(input()); N = int(input()); while N <= 0: N = int(input()); print(sum(A + i for i in range(N))),1
242,61,"A = int(input()); N = int(input()); while N <= 0: N = int(input()); print(sum(range(A, A + N)))",0
243,61,A = int(input()); N = int(input()); while N <= 0: N = int(input()); print(sum(A + i for i in range(N + 1))),0
244,61,A = int(input()); N = int(input()); while N <= 0: N = int(input()); print(sum(A + i for i in range(N - 1))),0
245,62,"N = int(input()); a, b = 0, 1; for _ in range(N): print(a, end=” “); a, b = b, a + b",1
246,62,"N = int(input()); a, b = 0, 1; for _ in range(N): print(a, b, end=” “); a, b = b, a + b",0
247,62,N = int(input()); print(” “.join(str(a) for a in range(N))),0
248,62,"N = int(input()); a, b = 0, 1; for i in range(N): print(a, end=” “); a = b - a",0
249,63,"N = int(input()); fatorial = 1; for i in range(1, N + 1): fatorial *= i; print(fatorial)",1
250,63,"N = int(input()); fatorial = N; for i in range(1, N): fatorial *= i; print(fatorial)",0
251,63,"N = int(input()); print(sum(range(1, N + 1)))",0
252,63,"N = int(input()); print(” “.join(str(i) for i in range(1, N + 1)))",0
253,64,"total, count = 0, 0; while True: idade = int(input()); if idade < 0: break; total += idade; count += 1; print(f”{total / count:.2f}”)",1
254,64,"total, count = 0, 0; while True: idade = int(input()); if idade < 0: break; total += idade; count += 1; print(f”{total / (count + 1):.2f}”)",0
255,64,"total, count = 0, 0; idade = int(input()); while idade >= 0: total += idade; count += 1; print(f”{total / count:.2f}”)",0
256,64,"total, count = 0, 0; while True: idade = int(input()); if idade > 0: total += idade; count += 1; print(f”{total / count:.2f}”)",0
257,65,"S = sum(1 / i for i in range(1, 101)); print(f”{S:.2f}”)",1
258,65,"S = sum(1 / i for i in range(2, 101)); print(f”{S:.2f}”)",0
259,65,"S = 0; for i in range(1, 101): S += i; print(f”{S:.2f}”)",0
260,65,"S = sum(i for i in range(1, 101)); print(f”{S:.2f}”)",0
261,66,"S = 0; numerator, denominator = 1, 1; while numerator <= 39: S += numerator / denominator; numerator += 2; denominator *= 2; print(f”{S:.2f}”)",1
262,66,"S = 0; for numerator, denominator in zip(range(1, 40, 2), range(1, 101, 2)): S += numerator / denominator; print(f”{S:.2f}”)",0
263,66,"S = 0; for numerator in range(1, 40, 2): S += numerator / (numerator + 1); print(f”{S:.2f}”)",0
264,66,"S = sum(numerator / (2 ** (numerator // 2)) for numerator in range(1, 40, 2)); print(f”{S:.2f}”)",0
265,67,"N = int(input()); print(”\n”.join(str(i) for i in range(1, N + 1) if N % i == 0))",1
266,67,"N = int(input()); for i in range(1, N): print(i if N % i == 0 else “”)",0
267,67,"N = int(input()); print(”\n”.join(str(i) for i in range(1, N + 1) if N % 2 == 0))",0
268,67,"N = int(input()); divisores = [i for i in range(1, N) if N % i == 0]; print(”\n”.join(map(str, divisores)))",0
269,68,"N = int(input()); for _ in range(N): X, Y = map(int, input().split()); print(sum(X + 2 * i for i in range(Y) if (X + i * 2) % 2 != 0))",1
270,68,"N = int(input()); for _ in range(N): X, Y = map(int, input().split()); print(sum(range(X, X + 2 * Y, 2)))",0
271,68,"N = int(input()); for _ in range(N): X, Y = map(int, input().split()); print(sum(X + i for i in range(1, Y * 2, 2)))",0
272,68,"N = int(input()); for _ in range(N): X, Y = map(int, input().split()); print(sum(i for i in range(X, X + 2 * Y) if i % 2 == 0))",0
273,69,while True: X = int(input()); if X == 0: break; if X % 2 != 0: X += 1; print(sum(X + 2 * i for i in range(5))),1
274,69,"while True: X = int(input()); if X == 0: break; if X % 2 != 0: X += 1; print(sum(range(X, X + 10, 2)))",0
275,69,"while True: X = int(input()); if X == 0: break; print(sum(i for i in range(X, X + 10, 2)))",0
276,69,"while True: X = int(input()); if X == 0: break; print(sum(i for i in range(X, X + 10) if i % 2 == 0))",0
277,70,"N = int(input()); print(“Perfect” if sum(i for i in range(1, N) if N % i == 0) == N else “Not Perfect”)",1
278,70,"N = int(input()); print(“Perfect” if sum(i for i in range(1, N // 2) if N % i == 0) == N else “Not Perfect”)",0
279,70,"N = int(input()); print(“Perfect” if sum(i for i in range(1, N) if N % i != 0) == N else “Not Perfect”)",0
280,70,"N = int(input()); print(“Perfect” if sum(i for i in range(1, N // 2 + 1) if N % i == 0) == N else “Not Perfect”)",0
281,71,"N = int(input()); print(“Prime” if N > 1 and all(N % i != 0 for i in range(2, int(N ** 0.5) + 1)) else “Not Prime”)",1
282,71,"N = int(input()); print(“Prime” if all(N % i != 0 for i in range(2, N)) else “Not Prime”)",0
283,71,"N = int(input()); print(“Prime” if sum(1 for i in range(1, N + 1) if N % i == 0) == 2 else “Not Prime”)",0
284,71,"N = int(input()); print(“Prime” if N > 0 and all(N % i != 0 for i in range(2, N // 2 + 1)) else “Not Prime”)",0
285,72,"X = [max(1, int(input())) for _ in range(10)]; print(”\n”.join(f”X[{i}] = {X[i]}” for i in range(10)))",1
286,72,"X = [int(input()) for _ in range(10)]; print(”\n”.join(f”X[{i}] = {max(1, X[i])}” for i in range(10)))",0
287,72,X = [int(input()) for _ in range(10)]; X = [x if x > 0 else 1 for x in X]; print(”\n”.join(f”X[{i}] = {X[i]}” for i in range(10))),0
288,72,"X = [int(input()) for _ in range(10)]; for i in range(10): print(f”X[{i}] = {max(0, X[i])}”)",0
289,73,N = [int(input())]; [N.append(N[-1] * 2) for _ in range(9)]; print(”\n”.join(f”N[{i}] = {N[i]}” for i in range(10))),1
290,73,"N = [int(input())] + [0] * 9; for i in range(1, 10): N[i] = N[i - 1] * 2; print(”\n”.join(f”N[{i}] = {N[i]}” for i in range(10)))",0
291,73,"N = [int(input()) for _ in range(10)]; for i in range(1, 10): N[i] = N[i - 1] * 2; print(”\n”.join(f”N[{i}] = {N[i]}” for i in range(10)))",0
292,73,"N = [int(input())]; for i in range(1, 10): N.append(N[i - 1] * 3); print(”\n”.join(f”N[{i}] = {N[i]}” for i in range(10)))",0
293,74,A = [float(input()) for _ in range(100)]; print(”\n”.join(f”A[{i}] = {A[i]:.1f}” for i in range(100) if A[i] <= 10)),1
294,74,A = [float(input()) for _ in range(100)]; print(”\n”.join(f”A[{i}] = {A[i]:.2f}” for i in range(100) if A[i] < 10)),0
295,74,A = [float(input()) for _ in range(100)]; print(”\n”.join(f”A[{i}] = {A[i]}” for i in range(100) if A[i] > 10)),0
296,74,A = [float(input()) for _ in range(100)]; print(”\n”.join(f”A[{i}] = {A[i]:.1f}” for i in range(100) if A[i] >= 10)),0
297,75,"N = [int(input()) for _ in range(20)]; for i in range(10): N[i], N[19 - i] = N[19 - i], N[i]; print(”\n”.join(f”N[{i}] = {N[i]}” for i in range(20)))",1
298,75,"N = [int(input()) for _ in range(20)]; for i in range(20): N[i], N[-i - 1] = N[-i - 1], N[i]; print(”\n”.join(f”N[{i}] = {N[i]}” for i in range(20)))",0
299,75,"N = [int(input()) for _ in range(20)]; for i in range(10): N[i], N[i + 10] = N[i + 10], N[i]; print(”\n”.join(f”N[{i}] = {N[i]}” for i in range(20)))",0
300,75,N = [int(input()) for _ in range(20)]; print(”\n”.join(f”N[{i}] = {N[-i - 1]}” for i in range(20))),0
301,76,"N = int(input()); a, b = 0, 1; for _ in range(N): a, b = b, a + b; print(a)",1
302,76,"N = int(input()); fib = [0, 1]; for i in range(2, N + 1): fib.append(fib[i - 1] + fib[i - 2]); print(fib[N])",0
303,76,"N = int(input()); fib = [0, 1]; while len(fib) <= N: fib.append(fib[-1] + fib[-2]); print(fib[N])",0
304,76,"N = int(input()); a, b = 0, 1; for _ in range(N - 1): a, b = b, a + b; print(b)",0
305,77,T = int(input()); N = [i % T for i in range(1000)]; print(”\n”.join(f”N[{i}] = {N[i]}” for i in range(1000))),1
306,77,T = int(input()); N = [(i % T) for i in range(1000)]; for i in range(1000): print(f”N[{i}] = {N[i]}”),0
307,77,T = int(input()); N = [i for i in range(1000)]; print(”\n”.join(f”N[{i}] = {N[i]}” for i in range(1000))),0
308,77,T = int(input()); N = [i % (T + 1) for i in range(1000)]; print(”\n”.join(f”N[{i}] = {N[i]}” for i in range(1000))),0
309,78,X = float(input()); N = [X]; [N.append(N[-1] / 2) for _ in range(99)]; print(”\n”.join(f”N[{i}] = {N[i]:.4f}” for i in range(100))),1
310,78,"X = float(input()); N = [X] + [0] * 99; for i in range(1, 100): N[i] = N[i - 1] / 2; print(”\n”.join(f”N[{i}] = {N[i]:.4f}” for i in range(100)))",0
311,78,X = float(input()); N = [X / (2 ** i) for i in range(100)]; print(”\n”.join(f”N[{i}] = {N[i]:.4f}” for i in range(100))),0
312,78,"X = float(input()); N = [X] + [0] * 99; for i in range(1, 100): N[i] = N[i - 1] / 2; print(”\n”.join(f”N[{i}] = {N[i]:.2f}” for i in range(100)))",0
313,79,"impares, pares = [], []; for _ in range(15): valor = int(input()); if valor % 2 == 0: pares.append(valor); if len(pares) == 5: print(”\n”.join(f”par[{i}] = {pares[i]}” for i in range(5))); pares = []; else: impares.append(valor); if len(impares) == 5: print(”\n”.join(f”impar[{i}] = {impares[i]}” for i in range(5))); impares = []; for i, v in enumerate(impares): print(f”impar[{i}] = {v}”); for i, v in enumerate(pares): print(f”par[{i}] = {v}”)",1
314,79,"impares, pares = [], []; for _ in range(15): valor = int(input()); if valor % 2 == 0: pares.append(valor); if len(pares) == 5: print(”\n”.join(f”par[{i}] = {pares[i]}” for i in range(5))); else: impares.append(valor); if len(impares) == 5: print(”\n”.join(f”impar[{i}] = {impares[i]}” for i in range(5))); for i, v in enumerate(impares): print(f”impar[{i}] = {v}”); for i, v in enumerate(pares): print(f”par[{i}] = {v}”)",0
315,79,"impares, pares = [], []; for _ in range(15): valor = int(input()); if valor % 2 == 0: pares.append(valor); else: impares.append(valor); if len(impares) == 5 or len(pares) == 5: print(”\n”.join(f”impar[{i}] = {impares[i]}” for i in range(5))); for i, v in enumerate(pares): print(f”par[{i}] = {v}”)",0
316,79,"impares, pares = [], []; for _ in range(15): valor = int(input()); pares.append(valor); if len(pares) == 5: print(”\n”.join(f”par[{i}] = {pares[i]}” for i in range(5))); pares = []; for i, v in enumerate(impares): print(f”impar[{i}] = {v}”); for i, v in enumerate(pares): print(f”par[{i}] = {v}”)",0
317,80,N = int(input()); X = [int(input()) for _ in range(N)]; menor = min(X); posicao = X.index(menor); print(f”Menor valor: {menor}\nPosicao: {posicao}”),1
318,80,N = int(input()); X = [int(input()) for _ in range(N)]; menor = max(X); posicao = X.index(menor); print(f”Menor valor: {menor}\nPosicao: {posicao}”),0
319,80,N = int(input()); X = [int(input()) for _ in range(N)]; menor = min(X); posicao = X.count(menor); print(f”Menor valor: {menor}\nPosicao: {posicao}”),0
320,80,N = int(input()); X = [int(input()) for _ in range(N)]; menor = X[-1]; posicao = len(X) - 1; print(f”Menor valor: {menor}\nPosicao: {posicao}”),0
321,81,"N = int(input()); M = [[abs(i - j) + 1 for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",1
322,81,"N = int(input()); M = [[i + j for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",0
323,81,"N = int(input()); M = [[max(i, j) for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",0
324,81,"N = int(input()); M = [[min(i, j) + 1 for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",0
325,82,"N = int(input()); M = [[i + j + 1 for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",1
326,82,"N = int(input()); M = [[i * j + 1 for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",0
327,82,"N = int(input()); M = [[i + j for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",0
328,82,"N = int(input()); M = [[abs(i - j) + 1 for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",0
329,83,"N = int(input()); M = [[min(i, j, N - i - 1, N - j - 1) + 1 for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",1
330,83,"N = int(input()); M = [[max(i, j) + 1 for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",0
331,83,"N = int(input()); M = [[i + j + 1 for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",0
332,83,"N = int(input()); M = [[N - max(i, j) for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",0
333,84,"N = int(input()); M = [[(i + 1) * (j + 1) for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",1
334,84,"N = int(input()); M = [[i * j for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",0
335,84,"N = int(input()); M = [[i + j for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",0
336,84,"N = int(input()); M = [[i + 1 for _ in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",0
337,85,print(“Vai ter copa!”),1
338,85,print(“Não vai ter copa!”),0
339,85,if False: print(“Vai ter copa!”) else: print(“Não vai ter copa!”),0
340,85,"print(“Vai ter copa sim, e se reclamar vai ter duas!”)",0
341,86,N = int(input()); print(” “.join([“Ho”] * N) + “!”),1
342,86,N = int(input()); print(“Ho “ * N),0
343,86,N = int(input()); print(” “.join([“Ho!”] * N)),0
344,86,N = int(input()); print(“Ho “ * (N - 1) + “Ho!”),0
345,87,"N = int(input()); M = [[0] * N for _ in range(N)]; for i in range(N): M[i][i] = 2; M[i][N - i - 1] = 3; for i in range(1, N // 2): for j in range(i, N - i): M[i][j] = M[N - i - 1][j] = M[j][i] = M[j][N - i - 1] = 1; if N % 2 != 0: M[N // 2][N // 2] = 4; for row in M: print(” “.join(map(str, row)))",1
346,87,"N = int(input()); M = [[(i + j) % 5 for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",0
347,87,"N = int(input()); M = [[(i * j) % 5 for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",0
348,87,"N = int(input()); M = [[1 if i == j else 0 for j in range(N)] for i in range(N)]; for row in M: print(” “.join(map(str, row)))",0
349,88,"name, force = input().split(); print(“Sim” if name == “Thor” else “Não”)",1
350,88,"name, force = input().split(); print(“Sim” if int(force) > 1000 else “Não”)",0
351,88,"name, force = input().split(); print(“Não” if name == “Thor” else “Sim”)",0
352,88,"name, force = input().split(); print(“Sim” if int(force) > 5000 else “Não”)",0
353,89,N = int(input()); print(1 if N % 2 != 0 else 0),1
354,89,N = int(input()); print(N // 2),0
355,89,N = int(input()); print(-1 if N % 2 == 0 else 1),0
356,89,"N = int(input()); print((1 if i % 2 != 0 else -1) for i in range(1, N + 1))",0
357,90,"varetas = sorted(map(int, input().split())); print(“S” if varetas[0] + varetas[1] > varetas[2] or varetas[1] + varetas[2] > varetas[3] else “N”)",1
358,90,"varetas = sorted(map(int, input().split())); print(“S” if varetas[0] + varetas[1] > varetas[3] else “N”)",0
359,90,"varetas = sorted(map(int, input().split())); print(“S” if sum(varetas[:3]) > varetas[3] else “N”)",0
360,90,"varetas = sorted(map(int, input().split())); print(“S” if all(varetas[i] + varetas[i+1] > varetas[i+2] for i in range(2)) else “N”)",0
361,91,N = int(input()); print(hex(N)[2:].upper()),1
362,91,"N = int(input()); print(format(N, “X”))",0
363,91,N = int(input()); print(f”{N:X}”),0
364,91,N = int(input()); print(bin(N)[2:].upper()),0
365,92,N = float(input()); print(f”{N:+.4E}”),1
366,92,N = float(input()); print(f”{N:.4E}”),0
367,92,"N = float(input()); print(format(N, “+.4E”))",0
368,92,N = float(input()); print(f”{N:+.2f}”),0
369,93,"def int_to_roman(num): numerals = [(“M”, 1000), (“CM”, 900), (“D”, 500), (“CD”, 400), (“C”, 100), (“XC”, 90), (“L”, 50), (“XL”, 40), (“X”, 10), (“IX”, 9), (“V”, 5), (“IV”, 4), (“I”, 1)]; result = “”; for roman, value in numerals: while num >= value: result += roman; num -= value; return result; print(int_to_roman(int(input())))",1
370,93,"def int_to_roman(num): numerals = [(“M”, 1000), (“CM”, 900), (“D”, 500), (“C”, 100), (“XC”, 90), (“L”, 50), (“X”, 10), (“V”, 5), (“I”, 1)]; result = “”; for roman, value in numerals: while num >= value: result += roman; num -= value; return result; print(int_to_roman(int(input())))",0
371,93,print(“Invalid number for Roman numerals”),0
372,93,"def int_to_roman(num): numerals = [(“M”, 1000), (“D”, 500), (“C”, 100), (“L”, 50), (“X”, 10), (“V”, 5), (“I”, 1)]; result = “”; for roman, value in numerals: while num >= value: result += roman; num -= value; return result; print(int_to_roman(int(input())))",0
373,94,T = int(input()); for _ in range(T): anos = int(input()); print(f”{2023 - anos} A.C.” if anos >= 2023 else f”{2023 - anos} D.C.”),1
374,94,T = int(input()); for _ in range(T): anos = int(input()); print(f”{2023 + anos} D.C.” if anos < 2023 else f”{2023 - anos} A.C.”),0
375,94,T = int(input()); for _ in range(T): anos = int(input()); print(f”{2023 + anos} A.C.”),0
376,94,T = int(input()); for _ in range(T): anos = int(input()); print(f”{anos - 2023} A.C.”),0
377,95,"N = int(input()); best_student, best_grade = 0, 0; for _ in range(N): matricula, nota = input().split(); nota = float(nota); if nota > best_grade: best_grade = nota; best_student = matricula; print(best_student if best_grade >= 8 else “Minimum note not reached”)",1
378,95,"N = int(input()); best_student, best_grade = 0, 0; for _ in range(N): matricula, nota = input().split(); nota = float(nota); if nota > best_grade: best_grade = nota; print(best_student if best_grade > 8 else “Minimum note not reached”)",0
379,95,"N = int(input()); best_student, best_grade = 0, 0; for _ in range(N): matricula, nota = input().split(); print(“Minimum note not reached”)",0
380,95,"N = int(input()); best_student, best_grade = 0, 0; for _ in range(N): matricula, nota = input().split(); print(matricula if float(nota) >= 8 else “Minimum note not reached”)",0
381,96,print(input()[::-1]),1
382,96,print(””.join(reversed(input()))),0
383,96,n = input(); print(””.join(n[::-1])),0
384,96,n = input(); print(””.join(sorted(n))),0
385,97,"H, M = map(int, input().split()); atraso = max(0, (H - 7) * 60 + M); print(f”Atraso maximo: {atraso}”)",1
386,97,"H, M = map(int, input().split()); atraso = max(0, (H - 8) * 60 + M); print(f”Atraso maximo: {atraso}”)	0",0
387,97,"H, M = map(int, input().split()); atraso = max(0, (H - 6) * 60 + M); print(f”Atraso maximo: {atraso}”)",0
388,97,"H, M = map(int, input().split()); atraso = max(0, (H - 7) * 30 + M); print(f”Atraso maximo: {atraso}”)",0
389,98,"S, T, F = map(int, input().split()); hora_chegada = (S + T + F) % 24; print(hora_chegada)",1
390,98,"S, T, F = map(int, input().split()); hora_chegada = (S + T + F) % 23; print(hora_chegada)",0
391,98,"S, T, F = map(int, input().split()); hora_chegada = (S + T - F) % 24; print(hora_chegada)",0
392,98,"S, T, F = map(int, input().split()); hora_chegada = (S + T) % 24; print(hora_chegada)",0
393,99,"N = int(input()); nums = list(map(int, input().split())); print(f”Multiples of 2: {sum(1 for x in nums if x % 2 == 0)}\nMultiples of 3: {sum(1 for x in nums if x % 3 == 0)}\nMultiples of 4: {sum(1 for x in nums if x % 4 == 0)}\nMultiples of 5: {sum(1 for x in nums if x % 5 == 0)}”)",1
394,99,"N = int(input()); nums = list(map(int, input().split())); print(f”Multiples of 2: {len(nums) // 2}\nMultiples of 3: {len(nums) // 3}\nMultiples of 4: {len(nums) // 4}\nMultiples of 5: {len(nums) // 5}”)",0
395,99,"N = int(input()); nums = list(map(int, input().split())); print(f”Multiples of 2: {sum(x % 2 == 0 for x in nums)}\nMultiples of 3: {sum(x % 3 == 0 for x in nums)}\nMultiples of 4: {sum(x % 4 == 0 for x in nums)}\nMultiples of 5: {sum(x % 5 == 0 for x in nums)}”)",0
396,99,"N = int(input()); nums = list(map(int, input().split())); print(f”Multiples of 2: {max(nums) // 2}\nMultiples of 3: {max(nums) // 3}\nMultiples of 4: {max(nums) // 4}\nMultiples of 5: {max(nums) // 5}”)",0
397,100,"N1, N2 = input().split(); print(“Yes” if N1 in N2 else “No”)",1
398,100,"N1, N2 = input().split(); print(“No” if N1 in N2 else “Yes”)",0
